-1.182	-0.017	0.000	0.001	0.005	0.014	-0.056	5.460
-0.403	-0.013	0.000	-0.001	0.002	0.019	-0.057	5.458
-4.790	-0.010	-0.001	-0.000	0.004	0.019	-0.064	5.463
3.184	0.004	-0.001	0.010	0.005	0.030	-0.069	5.476
-0.407	0.006	-0.002	0.017	0.003	0.036	-0.075	5.473
0.094	0.012	-0.001	0.021	0.027	0.032	-0.076	5.480
-6.457	0.029	-0.001	0.023	0.009	0.043	-0.081	5.480
3.080	0.032	0.000	0.021	0.010	0.034	-0.073	5.482
-4.100	0.040	-0.001	0.019	0.016	0.042	-0.068	5.484
4.052	0.042	0.001	0.017	0.008	0.041	-0.064	5.485
-1.771	0.039	0.001	0.010	0.006	0.042	-0.057	5.486
2.800	0.031	0.001	0.005	0.007	0.040	-0.052	5.490
1.014	0.029	-0.002	0.004	0.006	0.038	-0.044	5.491
4.315	0.022	-0.001	0.000	0.007	0.031	-0.043	5.495
0.325	0.017	-0.001	-0.002	0.007	0.029	-0.033	5.498
5.419	0.009	0.000	-0.005	0.001	0.024	-0.042	5.497
3.459	0.006	0.001	-0.004	0.009	0.029	-0.044	5.499
-3.489	0.002	-0.001	-0.006	0.011	0.023	-0.052	5.501
-2.520	-0.013	0.001	-0.001	0.014	0.030	-0.064	5.501
4.554	-0.019	0.002	-0.002	0.013	0.023	-0.066	5.499
5.627	-0.024	-0.000	0.009	0.013	0.031	-0.070	5.501
-5.944	-0.024	0.001	0.009	0.009	0.029	-0.080	5.500
4.212	-0.025	0.002	0.009	0.011	0.028	-0.089	5.500
-5.038	-0.035	0.003	0.013	0.007	0.030	-0.083	5.498
-5.744	-0.037	0.001	0.010	0.010	0.031	-0.085	5.496
3.026	-0.045	0.004	0.011	0.005	0.024	-0.086	5.496
6.965	-0.049	0.002	0.012	0.005	0.022	-0.077	5.491
-3.624	-0.050	0.002	0.016	0.004	0.023	-0.082	5.494
2.937	-0.045	0.001	0.014	0.004	0.024	-0.081	5.493
-6.074	-0.039	0.002	0.010	0.006	0.025	-0.071	5.491
-0.239	-0.035	0.002	0.006	0.004	0.025	-0.072	5.491
-1.042	-0.031	0.000	0.002	0.007	0.026	-0.074	5.489
0.493	-0.029	-0.002	-0.002	0.007	0.017	-0.066	5.489
-6.567	-0.028	-0.001	-0.002	0.007	0.022	-0.063	5.487
0.019	-0.021	0.012	0.000	0.010	0.013	-0.063	5.487
-6.733	-0.014	0.001	-0.000	0.004	0.015	-0.063	5.484
-1.401	-0.013	-0.001	0.004	-0.001	0.009	-0.066	5.482
4.593	-0.005	0.015	0.005	0.007	0.013	-0.067	5.490
2.475	-0.002	-0.001	0.011	0.008	0.010	-0.069	5.483
3.395	0.015	0.000	0.014	-0.000	0.013	-0.069	5.479
2.370	0.023	-0.002	0.014	0.004	0.016	-0.076	5.480
-4.837	0.031	-0.001	0.014	0.002	0.014	-0.080	5.480
3.856	0.032	-0.001	0.011	0.000	0.016	-0.073	5.482
-2.327	0.030	-0.002	0.011	0.001	0.017	-0.070	5.480
5.245	0.019	-0.002	0.012	-0.001	0.015	-0.072	5.481
1.425	0.013	0.002	0.013	0.001	0.011	-0.070	5.480
-1.979	0.008	-0.001	0.012	0.004	0.016	-0.063	5.482
-4.527	-0.001	-0.001	0.009	0.003	0.015	-0.063	5.486
-3.625	-0.001	0.000	0.009	0.002	0.013	-0.063	5.485
-3.814	-0.004	-0.001	0.005	0.006	0.019	-0.060	5.482
2.171	-0.007	-0.001	0.008	0.002	0.017	-0.066	5.483
6.918	-0.006	-0.001	0.011	0.001	0.023	-0.063	5.486
4.516	-0.003	0.000	0.012	0.001	0.015	-0.063	5.492
-2.276	-0.002	0.000	0.009	-0.004	0.021	-0.064	5.493
1.184	0.001	-0.001	0.004	0.001	0.016	-0.065	5.494
1.650	-0.000	0.000	0.002	0.002	0.022	-0.060	5.500
-0.848	-0.009	-0.001	0.001	0.001	0.016	-0.067	5.504
-4.659	-0.014	-0.002	0.004	0.005	0.027	-0.066	5.504
-6.409	-0.021	0.000	0.005	0.006	0.027	-0.072	5.507
-1.304	-0.024	-0.003	0.010	0.007	0.037	-0.072	5.512
-4.914	-0.023	0.000	0.008	0.011	0.036	-0.073	5.513
-1.039	-0.024	0.000	0.015	0.010	0.038	-0.067	5.518
3.231	-0.022	0.001	0.019	0.009	0.040	-0.069	5.519
-0.167	-0.012	-0.001	0.022	0.013	0.044	-0.065	5.519
-4.044	0.012	0.001	0.016	0.013	0.038	-0.055	5.522
2.539	0.016	0.001	0.015	0.012	0.037	-0.058	5.522
-5.452	0.027	0.001	0.009	0.015	0.033	-0.052	5.521
-5.925	0.031	0.000	0.006	0.034	0.035	-0.048	5.522
-3.039	0.036	0.001	-0.000	0.013	0.034	-0.044	5.504
-1.918	0.020	0.000	-0.003	0.007	0.037	-0.039	5.520
3.996	0.020	-0.001	-0.000	0.008	0.040	-0.049	5.516
2.638	0.016	-0.000	0.001	0.006	0.034	-0.048	5.518
6.030	0.020	0.000	0.002	0.009	0.037	-0.046	5.513
-6.803	0.026	-0.001	0.002	0.005	0.032	-0.052	5.512
-1.272	0.028	-0.002	0.001	0.004	0.029	-0.060	5.511
-6.491	0.027	-0.005	0.001	0.006	0.030	-0.058	5.508
-6.704	0.019	-0.002	0.006	0.006	0.034	-0.063	5.505
-6.558	0.010	-0.001	0.011	0.006	0.031	-0.068	5.506
1.520	0.002	0.001	0.017	0.006	0.027	-0.071	5.501
-0.461	0.002	-0.002	0.026	0.005	0.029	-0.075	5.503
2.591	0.007	0.001	0.029	0.006	0.027	-0.070	5.500
6.118	0.024	0.001	0.026	0.005	0.021	-0.075	5.493
0.471	0.038	0.001	0.020	0.006	0.019	-0.073	5.496
-3.730	0.048	0.000	0.015	0.005	0.019	-0.063	5.490
-0.016	0.049	-0.000	0.003	0.008	0.020	-0.057	5.487
5.261	0.044	0.001	0.002	0.005	0.013	-0.058	5.486
-4.663	0.025	-0.001	-0.003	0.005	0.017	-0.054	5.482
2.416	0.018	0.000	-0.004	0.003	0.016	-0.046	5.481
0.163	0.008	-0.002	0.008	0.003	0.018	-0.052	5.479
-3.104	-0.003	-0.003	-0.008	0.002	0.026	-0.062	5.477
-1.518	-0.006	0.013	-0.009	0.002	0.029	-0.068	5.474
-3.897	-0.012	-0.002	-0.003	0.003	0.028	-0.074	5.474
-4.190	-0.019	0.000	0.000	0.005	0.031	-0.078	5.473
-2.242	-0.019	-0.002	0.005	0.005	0.030	-0.082	5.470
2.902	-0.024	0.001	0.015	0.007	0.027	-0.081	5.466
3.418	-0.024	0.001	0.016	0.008	0.028	-0.082	5.467
-3.949	-0.017	0.001	0.021	0.008	0.029	-0.093	5.462
-1.893	-0.014	0.003	0.021	0.010	0.023	-0.084	5.458
-1.571	-0.005	0.002	0.016	0.010	0.020	-0.082	5.454
-2.718	-0.003	0.001	0.014	0.006	0.019	-0.079	5.450
4.560	-0.002	0.002	0.012	0.005	0.012	-0.065	5.447
-6.218	0.000	-0.001	0.007	0.002	0.008	-0.060	5.440
-3.879	-0.003	0.002	0.004	0.004	0.006	-0.055	5.440
-4.049	-0.003	0.001	0.013	-0.002	0.006	-0.049	5.437
-4.128	-0.005	-0.001	-0.007	-0.002	0.004	-0.052	5.436
3.616	-0.005	0.000	-0.006	-0.002	0.003	-0.058	5.433
-0.188	-0.007	-0.001	-0.002	-0.001	0.005	-0.061	5.431
1.185	-0.008	-0.001	-0.002	-0.000	0.004	-0.060	5.431
5.617	-0.002	-0.000	-0.002	0.000	0.015	-0.071	5.430
3.212	-0.001	-0.001	0.003	-0.000	0.013	-0.073	5.429
-2.654	0.000	-0.001	0.001	0.002	0.022	-0.080	5.431
4.815	-0.003	-0.001	0.002	0.003	0.019	-0.076	5.431
0.643	-0.009	0.004	0.003	0.002	0.018	-0.081	5.430
3.859	-0.024	0.001	0.009	0.001	0.022	-0.080	5.431
-2.057	-0.031	0.002	0.005	-0.001	0.026	-0.083	5.429
-0.073	-0.049	0.002	0.007	-0.000	0.014	-0.087	5.432
0.590	-0.057	0.001	0.013	0.001	0.011	-0.086	5.432
3.699	-0.056	0.006	0.007	0.002	0.022	-0.085	5.432
-5.256	-0.057	0.003	0.005	0.001	0.025	-0.080	5.438
1.688	-0.059	0.004	0.002	0.002	0.023	-0.083	5.436
-5.567	-0.065	0.003	-0.001	0.005	0.024	-0.082	5.439
0.954	-0.067	0.002	-0.003	0.006	0.016	-0.068	5.440
-2.306	-0.072	0.004	-0.002	0.006	0.025	-0.068	5.438
1.926	-0.061	0.002	-0.004	0.008	0.016	-0.066	5.440
-0.533	-0.057	0.001	-0.006	0.012	0.021	-0.065	5.437
-2.635	-0.060	0.002	-0.005	0.009	0.013	-0.068	5.437
-6.522	-0.053	0.002	-0.003	0.012	0.016	-0.073	5.436
0.155	-0.049	0.001	0.014	0.008	0.020	-0.070	5.435
0.937	-0.045	0.000	0.002	0.012	0.021	-0.081	5.437
-2.176	-0.040	0.001	0.005	0.001	0.019	-0.084	5.433
6.777	-0.035	0.000	0.007	0.002	0.020	-0.085	5.435
6.339	-0.027	-0.000	0.008	0.002	0.019	-0.077	5.435
-3.773	-0.018	0.000	0.007	0.000	0.017	-0.077	5.434
0.921	-0.001	-0.001	0.007	-0.003	0.016	-0.075	5.435
-3.147	-0.016	0.000	0.004	0.010	0.014	-0.077	5.435
-5.367	-0.019	0.002	0.005	-0.002	0.024	-0.071	5.437
1.912	-0.005	0.001	0.005	-0.001	0.016	-0.075	5.441
-4.406	-0.036	0.003	0.010	0.002	0.015	-0.072	5.441
-4.219	-0.036	0.000	0.009	0.002	0.016	-0.068	5.442
-6.799	-0.042	-0.000	0.009	0.004	0.016	-0.069	5.443
0.615	-0.034	0.001	0.008	0.003	0.011	-0.059	5.447
-4.506	-0.032	0.001	0.006	0.003	0.016	-0.061	5.450
0.068	-0.021	0.001	0.010	0.002	0.014	-0.063	5.449
3.995	-0.015	0.000	0.015	0.002	0.015	-0.060	5.453
-2.149	0.002	0.000	0.015	0.001	0.015	-0.057	5.451
4.813	0.015	0.000	0.013	0.002	0.017	-0.058	5.452
1.334	0.031	-0.001	0.008	0.001	0.014	-0.060	5.456
0.683	0.033	-0.001	0.001	0.000	0.024	-0.063	5.463
0.074	0.035	-0.002	-0.003	-0.000	0.023	-0.057	5.459
6.281	0.024	-0.002	-0.004	0.002	0.027	-0.063	5.464
5.603	0.010	-0.002	-0.002	0.000	0.025	-0.069	5.468
4.726	0.005	-0.002	-0.002	-0.001	0.032	-0.067	5.470
-2.196	-0.004	-0.001	0.000	0.001	0.034	-0.068	5.471
-5.820	-0.020	-0.001	0.001	0.000	0.031	-0.071	5.476
3.854	-0.035	0.000	0.000	0.000	0.034	-0.075	5.480
-0.570	-0.054	0.001	0.008	0.002	0.030	-0.081	5.485
1.071	-0.060	0.000	0.012	0.004	0.031	-0.078	5.487
3.194	-0.065	0.002	0.016	0.004	0.033	-0.079	5.489
-5.830	-0.064	0.001	0.015	0.005	0.027	-0.078	5.493
2.616	-0.061	0.002	0.016	0.005	0.027	-0.078	5.498
-5.408	-0.058	0.003	0.011	0.006	0.028	-0.076	5.500
-1.248	-0.056	0.004	0.012	0.007	0.019	-0.074	5.500
-1.638	-0.048	0.002	0.006	0.008	0.017	-0.073	5.501
0.695	-0.040	0.002	0.005	0.008	0.010	-0.068	5.505
-5.714	-0.038	0.002	0.005	0.005	0.008	-0.063	5.505
5.000	-0.037	0.001	0.003	0.009	0.008	-0.059	5.507
3.602	-0.033	0.000	0.002	0.006	0.008	-0.054	5.508
5.508	-0.027	-0.001	0.001	0.005	0.011	-0.052	5.496
3.210	-0.006	-0.003	-0.000	0.003	0.020	-0.054	5.509
-5.237	-0.021	-0.003	-0.002	0.004	0.022	-0.057	5.512
-4.598	-0.019	-0.002	-0.002	0.002	0.029	-0.057	5.509
-3.485	-0.026	-0.003	0.001	0.002	0.031	-0.066	5.510
1.371	-0.026	-0.000	0.005	0.002	0.030	-0.063	5.510
3.779	-0.027	0.005	0.011	0.002	0.043	-0.070	5.511
-1.414	-0.029	-0.000	0.014	0.004	0.045	-0.077	5.511
-6.593	-0.025	0.005	0.018	0.004	0.035	-0.080	5.513
-2.202	-0.021	0.002	0.020	0.002	0.034	-0.078	5.519
-1.547	-0.017	0.002	0.021	0.004	0.038	-0.073	5.514
-5.639	-0.014	0.001	0.022	0.000	0.027	-0.068	5.516
-2.896	-0.010	0.000	0.023	-0.002	0.022	-0.063	5.518
5.433	-0.003	0.001	0.021	-0.002	0.027	-0.061	5.518
-1.740	0.011	0.001	0.020	-0.001	0.016	-0.056	5.528
5.352	0.023	0.002	0.018	-0.002	0.014	-0.056	5.522
-2.532	0.034	-0.001	0.012	-0.001	0.013	-0.046	5.523
1.101	0.044	-0.003	0.002	-0.001	0.011	-0.044	5.531
-3.257	0.044	-0.002	-0.001	-0.000	0.012	-0.041	5.532
0.103	0.035	-0.004	-0.002	0.002	0.012	-0.047	5.532
1.806	0.034	-0.005	0.001	0.002	0.017	-0.050	5.533
-6.147	0.032	-0.004	0.005	0.003	0.020	-0.056	5.536
1.582	0.021	-0.002	0.011	0.005	0.019	-0.058	5.540
-2.499	0.021	-0.000	0.012	0.002	0.032	-0.061	5.543
-4.729	0.026	-0.002	0.014	0.007	0.030	-0.072	5.544
6.655	0.029	-0.001	0.025	0.006	0.036	-0.073	5.548
2.715	0.032	-0.001	0.026	0.006	0.033	-0.069	5.550
-3.021	0.041	0.006	0.031	0.006	0.035	-0.076	5.549
3.165	0.049	-0.000	0.029	0.010	0.045	-0.070	5.550
5.993	0.055	-0.000	0.021	0.005	0.047	-0.069	5.550
-0.173	0.053	-0.001	0.014	0.002	0.043	-0.068	5.553
-4.703	0.050	-0.002	0.011	0.002	0.042	-0.056	5.551
-1.363	0.040	0.000	0.004	0.001	0.037	-0.050	5.552
-2.954	0.030	-0.001	-0.002	0.004	0.038	-0.047	5.552
2.644	0.015	-0.001	0.021	0.000	0.034	-0.049	5.551
-0.214	-0.004	-0.002	0.001	0.006	0.036	-0.052	5.551
4.760	-0.006	-0.001	0.002	0.008	0.043	-0.049	5.551
-1.108	-0.010	-0.004	0.002	0.009	0.035	-0.060	5.551
3.185	-0.009	0.000	0.003	0.008	0.043	-0.065	5.551
-5.858	-0.008	0.000	-0.002	0.008	0.041	-0.071	5.549
-6.894	-0.010	0.000	0.002	0.008	0.039	-0.068	5.547
-0.000	-0.018	0.001	0.004	0.009	0.030	-0.069	5.545
-1.466	-0.026	0.001	0.011	0.011	0.026	-0.068	5.541
3.091	-0.028	0.001	0.017	0.007	0.017	-0.073	5.536
-0.360	-0.027	0.003	0.016	0.005	0.020	-0.074	5.535
2.156	-0.024	0.001	0.016	0.002	0.020	-0.073	5.531
6.514	-0.015	0.002	0.015	0.003	0.023	-0.074	5.526
-2.250	-0.013	0.000	0.012	0.009	0.023	-0.072	5.525
6.981	-0.009	0.001	0.005	-0.001	0.018	-0.069	5.518
-2.364	-0.013	-0.001	0.004	-0.001	0.015	-0.072	5.517
-4.681	-0.016	0.003	0.002	0.000	0.016	-0.063	5.513
5.477	-0.019	-0.002	-0.000	-0.001	0.017	-0.063	5.509
-4.658	-0.024	-0.002	0.003	0.002	0.014	-0.067	5.506
1.859	-0.026	-0.005	0.003	0.002	0.020	-0.060	5.506
-6.746	-0.027	-0.001	0.002	0.004	0.021	-0.067	5.500
-6.800	-0.028	-0.002	0.001	0.006	0.025	-0.070	5.492
0.065	-0.026	0.000	0.004	0.004	0.027	-0.078	5.496
2.152	-0.026	0.000	0.010	0.003	0.026	-0.077	5.488
0.654	-0.021	0.017	0.013	0.001	0.021	-0.081	5.482
-6.805	-0.016	0.001	0.014	0.002	0.021	-0.081	5.484
-0.187	-0.005	0.001	0.012	0.021	0.023	-0.079	5.479
6.790	0.003	0.001	0.015	-0.001	0.016	-0.079	5.474
4.013	0.007	0.000	0.016	0.002	0.015	-0.080	5.471
-3.619	0.010	-0.002	0.015	-0.002	0.016	-0.074	5.466
1.085	0.017	-0.002	0.011	-0.004	0.010	-0.072	5.476
-1.994	0.010	-0.001	0.004	-0.005	0.013	-0.071	5.463
2.747	0.001	-0.001	0.001	-0.004	0.013	-0.068	5.459
-6.944	-0.005	-0.003	0.001	-0.004	0.012	-0.067	5.460
-2.064	-0.014	0.002	0.002	-0.004	0.011	-0.065	5.459
-1.381	-0.024	0.004	0.004	-0.003	0.013	-0.068	5.458
-5.859	-0.028	-0.002	0.006	-0.000	0.013	-0.064	5.457
6.793	-0.025	-0.002	0.008	-0.002	0.011	-0.064	5.457
-0.671	-0.023	-0.000	0.013	-0.001	0.012	-0.070	5.457
2.015	-0.012	0.001	0.012	0.005	0.017	-0.072	5.457
2.711	-0.006	-0.001	0.011	0.002	0.021	-0.076	5.457
-1.282	-0.001	0.002	0.011	-0.002	0.012	-0.079	5.459
-2.499	0.002	-0.000	0.001	0.005	0.012	-0.076	5.457
-6.333	-0.002	-0.000	0.008	-0.002	0.015	-0.077	5.454
6.958	-0.009	-0.001	0.003	-0.002	0.011	-0.076	5.455
3.307	-0.012	-0.001	0.003	-0.001	0.016	-0.068	5.455
-0.702	-0.024	0.001	0.005	-0.001	0.022	-0.070	5.458
-2.017	-0.023	-0.001	-0.000	-0.001	0.023	-0.067	5.458
-5.952	-0.021	0.002	-0.001	-0.001	0.030	-0.074	5.459
6.219	-0.020	-0.001	0.002	-0.001	0.034	-0.075	5.460
2.742	-0.019	-0.001	0.004	0.002	0.038	-0.074	5.461
-4.859	-0.027	0.003	0.008	0.002	0.035	-0.074	5.461
0.924	-0.025	0.001	0.005	0.005	0.037	-0.068	5.461
-5.396	-0.023	0.005	0.004	0.007	0.042	-0.072	5.463
-3.267	-0.020	0.002	0.001	0.009	0.030	-0.067	5.459
-5.601	-0.018	0.002	0.001	0.011	0.034	-0.067	5.461
2.676	-0.018	0.002	0.002	0.007	0.033	-0.064	5.457
2.675	-0.016	0.002	0.005	0.008	0.026	-0.068	5.456
-4.160	-0.010	0.006	0.006	0.012	0.025	-0.071	5.454
-1.841	-0.004	0.007	0.005	0.003	0.022	-0.069	5.452
-5.943	0.008	0.003	0.001	0.002	0.016	-0.066	5.449
5.775	0.017	0.002	0.001	0.000	0.016	-0.065	5.445
-2.226	0.020	0.002	-0.001	-0.002	0.010	-0.063	5.445
-6.421	0.017	-0.001	-0.002	-0.002	0.010	-0.065	5.442
-6.821	0.020	-0.002	-0.000	-0.001	0.020	-0.066	5.437
3.636	0.013	-0.002	0.002	-0.002	0.011	-0.067	5.446
5.627	0.015	0.000	0.009	-0.001	0.020	-0.071	5.436
5.193	0.016	-0.001	0.012	-0.000	0.018	-0.060	5.431
-2.080	0.017	0.005	0.011	0.001	0.022	-0.070	5.433
3.280	0.026	0.001	0.022	0.002	0.029	-0.068	5.431
-3.628	0.023	-0.000	0.001	0.005	0.022	-0.074	5.430
-2.058	0.013	0.003	0.001	0.004	0.023	-0.074	5.427
-1.442	0.004	0.011	0.005	0.003	0.018	-0.074	5.431
-5.389	-0.007	0.006	0.001	-0.002	0.016	-0.077	5.424
-5.381	-0.015	0.001	-0.001	0.002	0.020	-0.069	5.416
5.253	-0.019	0.005	0.001	-0.002	0.017	-0.070	5.415
-5.985	-0.006	0.002	0.003	-0.005	0.024	-0.079	5.417
-3.689	-0.018	0.001	0.006	-0.006	0.015	-0.081	5.416
-0.818	-0.008	0.001	0.007	-0.002	0.013	-0.081	5.420
2.028	-0.002	0.001	0.012	-0.007	0.012	-0.078	5.414
-0.196	0.004	0.003	0.005	-0.005	0.013	-0.081	5.408
-5.248	0.010	-0.001	0.006	-0.001	0.017	-0.085	5.414
-6.509	0.016	-0.001	0.004	0.002	0.016	-0.078	5.414
2.001	0.015	-0.001	0.009	0.000	0.015	-0.077	5.418
-3.169	0.018	0.000	0.005	0.025	0.017	-0.076	5.417
5.195	0.021	-0.001	0.010	0.001	0.017	-0.074	5.419
5.101	0.021	-0.001	0.010	0.003	0.018	-0.071	5.414
2.864	0.027	0.000	0.010	0.001	0.012	-0.068	5.414
1.256	0.030	0.000	0.004	0.001	0.006	-0.068	5.418
5.552	0.033	0.001	0.002	0.004	0.011	-0.067	5.411
-3.469	0.021	0.001	-0.006	-0.000	0.010	-0.068	5.414
3.084	0.010	0.000	-0.010	-0.002	0.008	-0.070	5.411
0.630	0.006	0.002	-0.009	-0.002	0.015	-0.072	5.412
2.649	-0.014	0.001	-0.004	-0.005	0.016	-0.078	5.412
5.353	-0.026	0.001	0.000	-0.007	0.017	-0.079	5.415
-6.038	-0.031	0.000	0.000	-0.004	0.016	-0.087	5.415
1.467	-0.044	0.008	0.001	-0.003	0.024	-0.086	5.417
2.209	-0.049	0.001	0.002	-0.001	0.023	-0.085	5.419
-0.779	-0.053	0.001	0.005	0.000	0.020	-0.090	5.419
3.839	-0.052	0.007	0.010	0.001	0.016	-0.081	5.421
-0.048	-0.056	0.000	0.009	0.001	0.026	-0.081	5.422
4.603	-0.051	0.005	0.010	0.003	0.020	-0.071	5.422
-1.837	-0.048	0.003	0.008	0.006	0.017	-0.069	5.424
2.669	-0.046	0.002	0.003	0.003	0.015	-0.067	5.424
